bairro,desc,tipo,imagem,area total,area util,valor
Iririu,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1485501930/26579801930.jpg,625 M² TOTAL,625 M² ÚTIL,20000.0
Gloria,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1377001930/22765201930.jpg,"544,5 M² TOTAL","544,5 M² ÚTIL",14900.0
Gloria,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1377101930/22769201930.jpg,"544,5 M² TOTAL","544,5 M² ÚTIL",14900.0
Costa e Silva,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1428301930/24575901930.jpg,700 M² TOTAL,700 M² ÚTIL,14000.0
America,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1390201930/25794601930.jpg,320 M² TOTAL,320 M² ÚTIL,13000.0
Centro,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/752501930/8324401930.jpg,660 M² TOTAL,660 M² ÚTIL,12900.0
America,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1374101930/23096101930.jpg,380 M² TOTAL,380 M² ÚTIL,12000.0
Bucarein,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1451401930/25366201930.jpg,"244,15 M² TOTAL","244,15 M² ÚTIL",12000.0
Pirabeiraba,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1130001930/15388301930.jpg,11900 M² TOTAL,11900 M² ÚTIL,11900.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/155801930/22770501930.jpg,520 M² TOTAL,520 M² ÚTIL,10900.0
Iririu,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1485301930/26573001930.jpg,625 M² TOTAL,625 M² ÚTIL,10000.0
Iririu,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1485401930/26579201930.jpg,625 M² TOTAL,625 M² ÚTIL,10000.0
Pirabeiraba,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1387601930/23241601930.jpg,298 M² TOTAL,298 M² ÚTIL,10000.0
Centro,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/752401930/8324301930.jpg,660 M² TOTAL,660 M² ÚTIL,10000.0
Atiradores,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1071801930/14247701930.jpg,3087 M² TOTAL,3087 M² ÚTIL,10000.0
Pirabeiraba,Galpão,Galpão,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1269001930/18862001930.jpg,"746,92 M² TOTAL","746,92 M² ÚTIL",10000.0
Bucarein,Galpão,Galpão,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1352401930/21734801930.jpg,"612,3 M² TOTAL","612,3 M² ÚTIL",10000.0
Bucarein,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1353201930/21736001930.jpg,"612,3 M² TOTAL","612,3 M² ÚTIL",10000.0
Bucarein,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1353301930/21737201930.jpg,"612,3 M² TOTAL","612,3 M² ÚTIL",10000.0
Bucarein,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/100601930/26966001930.jpg,320 M² TOTAL,320 M² ÚTIL,9800.0
America,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1465401930/26776801930.jpg,200 M² TOTAL,200 M² ÚTIL,9500.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1211801930/17305801930.jpg,"385,56 M² TOTAL","236,58 M² ÚTIL",8600.0
America,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1465501930/26777201930.jpg,191 M² TOTAL,191 M² ÚTIL,8500.0
Anita Garibaldi,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1479101930/26320801930.jpg,"311,36 M² TOTAL","311,36 M² ÚTIL",8500.0
Saguacu,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/947601930/11818901930.jpg,"505,22 M² TOTAL","505,22 M² ÚTIL",8500.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1409701930/24134501930.jpg,"239,38 M² TOTAL","239,38 M² ÚTIL",8400.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1409501930/24133501930.jpg,"233,72 M² TOTAL","233,72 M² ÚTIL",8200.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1409601930/24134001930.jpg,"233,72 M² TOTAL","233,72 M² ÚTIL",8200.0
Anita Garibaldi,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1408001930/23855701930.jpg,"231,86 M² TOTAL","231,86 M² ÚTIL",8000.0
America,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1451201930/25464001930.jpg,"363,24 M² TOTAL","363,24 M² ÚTIL",8000.0
America,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1465601930/26777601930.jpg,191 M² TOTAL,191 M² ÚTIL,7900.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1409201930/24133001930.jpg,"204,73 M² TOTAL","204,73 M² ÚTIL",7900.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/891501930/23088701930.jpg,"621,57 M² TOTAL","401,5 M² ÚTIL",7900.0
Anita Garibaldi,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/937201930/10657001930.jpg,1608 M² TOTAL,1608 M² ÚTIL,7800.0
Gloria,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1181701930/16577001930.jpg,"259,28 M² TOTAL","258,28 M² ÚTIL",7500.0
Itinga,Galpão,Galpão,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/355201930/25995201930.jpg,590 M² TOTAL,590 M² ÚTIL,7400.0
Anita Garibaldi,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1487101930/26608801930.jpg,"180,75 M² TOTAL","180,75 M² ÚTIL",7250.0
Costa e Silva,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1382901930/26198701930.jpg,320 M² TOTAL,320 M² ÚTIL,7200.0
Anita Garibaldi,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1135701930/26763901930.jpg,280 M² TOTAL,280 M² ÚTIL,6900.0
Centro,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1093201930/17957401930.jpg,"204,72 M² TOTAL","204,72 M² ÚTIL",6900.0
Zona Industrial Norte,Galpão,Galpão,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1480101930/26408801930.jpg,"458,67 M² TOTAL","458,67 M² ÚTIL",6800.0
Anita Garibaldi,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1424001930/24414501930.jpg,"337,64 M² TOTAL","337,64 M² ÚTIL",6800.0
Floresta,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/947501930/10821901930.jpg,"490,07 M² TOTAL","490,07 M² ÚTIL",6500.0
Itinga,Galpão,Galpão,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/355101930/27066701930.jpg,475 M² TOTAL,475 M² ÚTIL,6500.0
Atiradores,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1444501930/25475601930.jpg,"492,02 M² TOTAL","321,09 M² ÚTIL",6500.0
Atiradores,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/711201930/25731501930.jpg,"235,31 M² TOTAL","235,31 M² ÚTIL",6500.0
Anita Garibaldi,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/873101930/25866501930.jpg,"205,62 M² TOTAL","205,62 M² ÚTIL",6500.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/870601930/26558401930.jpg,"323,73 M² TOTAL","313,73 M² ÚTIL",6200.0
Anita Garibaldi,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/511801930/26484501930.jpg,234 M² TOTAL,234 M² ÚTIL,6000.0
Floresta,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1027401930/12741701930.jpg,6000 M² TOTAL,6000 M² ÚTIL,6000.0
Bom Retiro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1448101930/25984501930.jpg,150 M² TOTAL,150 M² ÚTIL,6000.0
Bom Retiro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1448201930/25985401930.jpg,150 M² TOTAL,150 M² ÚTIL,6000.0
Pirabeiraba,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1453001930/25449401930.jpg,250 M² TOTAL,250 M² ÚTIL,6000.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1431301930/24748901930.jpg,"266,75 M² TOTAL","266,75 M² ÚTIL",6000.0
Anita Garibaldi,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/875001930/13310401930.jpg,"199,86 M² TOTAL","199,86 M² ÚTIL",5950.0
America,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1438901930/24894501930.jpg,280 M² TOTAL,280 M² ÚTIL,5800.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/883201930/26887701930.jpg,"44,58 M² TOTAL","44,58 M² ÚTIL",5700.0
Anita Garibaldi,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/904301930/10431201930.jpg,"188,03 M² TOTAL","188,03 M² ÚTIL",5700.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1460501930/25906501930.jpg,"579,18 M² TOTAL","286,37 M² ÚTIL",5700.0
Anita Garibaldi,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1364101930/26671301930.jpg,283 M² TOTAL,283 M² ÚTIL,5500.0
Floresta,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1368101930/22429401930.jpg,"340,76 M² TOTAL","340,76 M² ÚTIL",5500.0
America,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1296801930/22911001930.jpg,"213,58 M² TOTAL","213,58 M² ÚTIL",5500.0
Atiradores,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1402901930/24498901930.jpg,175 M² TOTAL,175 M² ÚTIL,5500.0
Anita Garibaldi,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1484201930/26488501930.jpg,234 M² TOTAL,234 M² ÚTIL,5500.0
Anita Garibaldi,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/278101930/24288801930.jpg,218 M² TOTAL,218 M² ÚTIL,5500.0
Santo Antonio,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1291601930/22041701930.jpg,"145,93 M² TOTAL","145,93 M² ÚTIL",5500.0
Zona Industrial Norte,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/357001930/26356801930.jpg,"142,58 M² TOTAL","142,58 M² ÚTIL",5500.0
Anita Garibaldi,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1407301930/24105801930.jpg,"137,28 M² TOTAL","137,28 M² ÚTIL",5300.0
Centro,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/301301930/21102101930.jpg,"225,34 M² TOTAL","225,34 M² ÚTIL",5200.0
Saguacu,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1483501930/26455301930.jpg,220 M² TOTAL,220 M² ÚTIL,5000.0
Pirabeiraba,Galpão,Galpão,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/589001930/19191901930.jpg,"405,83 M² TOTAL","405,83 M² ÚTIL",5000.0
Centro,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1093001930/20359301930.jpg,"1258,4 M² TOTAL","1258,4 M² ÚTIL",5000.0
Anita Garibaldi,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/860901930/26250601930.jpg,280 M² TOTAL,280 M² ÚTIL,5000.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1421001930/24359101930.jpg,"158,97 M² TOTAL","158,97 M² ÚTIL",5000.0
America,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/220001930/24319101930.jpg,110 M² TOTAL,110 M² ÚTIL,4900.0
Centro,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1395101930/24487701930.jpg,"500,07 M² TOTAL","500,07 M² ÚTIL",4780.0
Gloria,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1485601930/26769301930.jpg,222 M² TOTAL,222 M² ÚTIL,4600.0
America,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1257101930/26732001930.jpg,"774,85 M² TOTAL","774,85 M² ÚTIL",4500.0
Centro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1471501930/26088101930.jpg,"248,11 M² TOTAL","153,43 M² ÚTIL",4500.0
America,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1475401930/26239801930.jpg,156 M² TOTAL,104 M² ÚTIL,4500.0
Itinga,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1472401930/26269201930.jpg,1296 M² TOTAL,1296 M² ÚTIL,4500.0
Saguacu,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1495701930/26996901930.jpg,"154,98 M² TOTAL","117,52 M² ÚTIL",4500.0
America,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1336001930/22070101930.jpg,"217,41 M² TOTAL","217,41 M² ÚTIL",4500.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1339101930/21271201930.jpg,106 M² TOTAL,106 M² ÚTIL,4500.0
Gloria,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1441401930/25055501930.jpg,962 M² TOTAL,962 M² ÚTIL,4500.0
Atiradores,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1438401930/24889801930.jpg,"161,76 M² TOTAL","138,88 M² ÚTIL",4500.0
Anita Garibaldi,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1416501930/24105201930.jpg,"114,45 M² TOTAL","114,45 M² ÚTIL",4400.0
Saguacu,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1074301930/14006801930.jpg,"494,52 M² TOTAL","494,52 M² ÚTIL",4300.0
Centro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1493001930/26851501930.jpg,"235,1 M² TOTAL","144,47 M² ÚTIL",4200.0
America,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/950701930/19515801930.jpg,188 M² TOTAL,188 M² ÚTIL,4200.0
America,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1313701930/20399901930.jpg,"1102,56 M² TOTAL","1102,56 M² ÚTIL",4200.0
Atiradores,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1433001930/24740601930.jpg,"144,28 M² TOTAL","126,37 M² ÚTIL",4200.0
Anita Garibaldi,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/640601930/26587301930.jpg,"171,32 M² TOTAL","171,32 M² ÚTIL",4000.0
Bucarein,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/672701930/14837601930.jpg,205 M² TOTAL,205 M² ÚTIL,4000.0
Petropolis,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1385801930/23180501930.jpg,"283,9 M² TOTAL","283,9 M² ÚTIL",4000.0
Bucarein,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1430501930/24694901930.jpg,201 M² TOTAL,201 M² ÚTIL,4000.0
Santo Antonio,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1411601930/26193501930.jpg,"221,44 M² TOTAL","221,44 M² ÚTIL",4000.0
Centro,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1457401930/25570301930.jpg,250 M² TOTAL,250 M² ÚTIL,4000.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1450101930/25240601930.jpg,150 M² TOTAL,150 M² ÚTIL,4000.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1465801930/25910701930.jpg,294 M² TOTAL,294 M² ÚTIL,4000.0
Aventureiro,Galpão,Galpão,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1471001930/26075301930.jpg,"194,96 M² TOTAL","194,96 M² ÚTIL",4000.0
America,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1461901930/25765401930.jpg,"156,25 M² TOTAL","104,4 M² ÚTIL",3950.0
Santo Antonio,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1476601930/26447101930.jpg,"153,76 M² TOTAL","153,76 M² ÚTIL",3900.0
Guanabara,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1471701930/26939701930.jpg,"290,44 M² TOTAL","290,44 M² ÚTIL",3900.0
Saguacu,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1493401930/26869101930.jpg,310 M² TOTAL,310 M² ÚTIL,3900.0
Anita Garibaldi,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1416901930/24108201930.jpg,"118,81 M² TOTAL","118,81 M² ÚTIL",3900.0
Costa e Silva,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/189101930/26233001930.jpg,"189,4 M² TOTAL","189,4 M² ÚTIL",3800.0
Pirabeiraba,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1130101930/15389501930.jpg,1442 M² TOTAL,1442 M² ÚTIL,3800.0
America,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1498501930/27090201930.jpg,"280,96 M² TOTAL","280,96 M² ÚTIL",3800.0
Centro,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/296201930/15088201930.jpg,"165,8 M² TOTAL","165,8 M² ÚTIL",3800.0
Anita Garibaldi,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1416601930/24106401930.jpg,"97,61 M² TOTAL","97,61 M² ÚTIL",3800.0
Anita Garibaldi,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1416701930/24107001930.jpg,"116,27 M² TOTAL","116,27 M² ÚTIL",3800.0
Anita Garibaldi,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1416801930/24107601930.jpg,"116,27 M² TOTAL","116,27 M² ÚTIL",3800.0
Centro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1466201930/26014401930.jpg,"235,1 M² TOTAL","144,47 M² ÚTIL",3800.0
America,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1463001930/25836801930.jpg,150 M² TOTAL,150 M² ÚTIL,3800.0
Atiradores,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/621601930/26655401930.jpg,"247,4 M² TOTAL","180,92 M² ÚTIL",3750.0
Anita Garibaldi,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1469401930/26047001930.jpg,"141,9 M² TOTAL","132,6 M² ÚTIL",3700.0
Saguacu,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/154201930/11103501930.jpg,1375 M² TOTAL,1375 M² ÚTIL,3600.0
Bom Retiro,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/965101930/26111001930.jpg,"118,78 M² TOTAL","118,78 M² ÚTIL",3500.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1472101930/26139801930.jpg,"115,78 M² TOTAL","115,78 M² ÚTIL",3500.0
Anita Garibaldi,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/799801930/26761201930.jpg,"172,42 M² TOTAL","172,42 M² ÚTIL",3500.0
Corveta,Galpão,Galpão,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1275401930/19057601930.jpg,200 M² TOTAL,200 M² ÚTIL,3500.0
Anita Garibaldi,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1052301930/13379301930.jpg,150 M² TOTAL,150 M² ÚTIL,3500.0
Atiradores,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1339901930/21851001930.jpg,"259,27 M² TOTAL","174,86 M² ÚTIL",3500.0
America,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1499401930/27106101930.jpg,"231,76 M² TOTAL","145,2 M² ÚTIL",3500.0
Centro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1499701930/27111501930.jpg,"163,81 M² TOTAL","128,5 M² ÚTIL",3500.0
Saguacu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1498301930/27086101930.jpg,"131,08 M² TOTAL","93,68 M² ÚTIL",3500.0
Floresta,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1497801930/27036201930.jpg,375 M² TOTAL,375 M² ÚTIL,3500.0
Anita Garibaldi,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1469601930/26047201930.jpg,"130,3 M² TOTAL","127,3 M² ÚTIL",3500.0
Costa e Silva,Casa comercial,Casa comercial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/274801930/26064001930.jpg,"227,57 M² TOTAL","227,57 M² ÚTIL",3500.0
Bom Retiro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1448301930/25986001930.jpg,75 M² TOTAL,75 M² ÚTIL,3500.0
Bom Retiro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1449501930/25988801930.jpg,75 M² TOTAL,75 M² ÚTIL,3500.0
Bom Retiro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1449601930/25989701930.jpg,75 M² TOTAL,75 M² ÚTIL,3500.0
